Date,A_OC_GOOGLE_SHOPPING,C_DIV_BUY_CONNECTEDl21_0p0_0d0_06,C_DIV_BUY_ESSENTIALSl21_0p0_0d0_12,C_DIV_BUY_PREMIUMl21_0p0_0d0_06,C_DIV_BUY_SSl21_0p0_0d0_06,C_DIV_CONN_DATAl21_0p0_0d0_12,C_DIV_CONN_REMOTEl21_0p0_0d0_12,C_DIV_CONN_TRYl21_0p0_0d0_12,C_DIV_GETNOW_CONNl21_0p0_0d0_12,C_DIV_GETNOW_ESSl21_0p0_0d0_12,C_DIV_GETNOW_PREMl21_0p0_0d0_12,C_DIV_GETNOW_SSl21_0p0_0d0_12,C_PP_PKG_APP_ACCESSl21_0p0_0d0_06,C_PP_PKG_CONNECTEDl21_0p0_0d0_12,C_PP_PKG_ESSl21_0p0_0d0_12,C_PP_PKG_PREMl21_0p0_0d0_0,C_PP_PKG_REMOTEl21_0p0_0d0_0,C_PP_PKG_SCl21_0p0_0d0_06,C_PP_PKG_SSl21_0p0_0d0_06,DIV_GMOC_SHOP_ESSl21_0p0_0d0_0,DIV_GMOC_SHOP_SSl21_0p0_0d0_0,DIV_PKG_CONN_SERVICESl21_0p0_0d0_12,DIV_PKG_SS_ROADSIDEl21_0p0_0d0_12,DIV_PLANPAGE_ESSl21_0p0_0d0_0,DIV_PLANPAGE_HOMEl21_0p0_0d0_0,DIV_WYG_PPl21_0p0_0d0_0,OC_APP_Accessl21_0p0_0d0_12,OC_PAGE_PREFPLl21_0p0_0d0_12,OC_PAGE_PREMl21_0p0_0d0_12,SC_BUYNOWl21_0p0_0d0_06,SC_HOMEPAGEl21_0p0_0d0_12,SC_SHOPNOWl21_0p0_0d0_12,Is_Holiday,Is_NYE
10/23/2023,865,-1.074289433,-1.715880082,-1.177463922,-0.060335416,-0.233823094,-0.10363453,-1.899304962,-1.102720361,-0.316084528,0.071792779,-0.35085991,1.076829507,-0.440760502,-1.135599898,-1.412973445,-0.030976818,2.276849671,-0.164026434,-0.48131506,-0.323283932,-1.251660101,0.565310392,-0.416509869,-0.375998615,-0.074218048,0.2528143,-1.325575914,-0.864870508,-0.944008059,1.078071411,-0.409426914,0,0
10/24/2023,1095,-1.545073133,-1.153699068,-1.216647553,-0.641478438,-0.387465626,-0.596200428,-0.605561079,1.124759294,3.026570066,0.851371654,-0.35085991,-0.634207753,-0.415603511,0.121118723,-1.38566344,-0.258517499,0.249161203,-0.015539346,0.539861008,-0.351414702,2.879646276,0.422191903,0.250449188,-0.472305705,-0.224344493,-0.514181206,-1.221477463,-0.724356447,-0.944008059,1.098505604,1.413994873,0,0
10/25/2023,1025,-0.608112228,-0.066268641,-0.716216613,-0.569398684,-0.613886199,-0.660448154,-0.723174159,-0.810540378,0.286398758,0.400988499,-0.302002429,-0.049158378,-0.6403393,-0.978197764,-1.38566344,-0.403316114,1.61597343,-1.305305093,0.364549028,-0.413704265,0.032689808,0.568207528,-0.289962744,-0.472305705,-0.425829984,-0.614042243,-1.198491818,-0.976558795,0.676779674,1.597099908,1.620419981,0,0
10/26/2023,1986,-1.010719814,-1.071628847,-1.077825547,-0.900515056,-0.233823094,-0.838914059,-1.346523485,-0.878087364,-0.211374866,0.426311247,-0.369425753,-0.819937713,-0.581639654,-0.316109425,-1.303733426,0.320676962,0.704765279,-0.001726594,1.775043068,-0.033938865,0.265815989,1.197465338,-0.168190984,0.085261658,0.016647957,0.472404015,-0.407034169,0.138748389,-0.846760795,1.249718631,0.760315364,0,0
10/27/2023,1342,-0.946228897,-0.591518055,-0.485592959,-0.808162871,-0.589626852,0.210465464,0.347104872,-0.736709952,0.056037501,0.57282143,-0.329362619,-0.752610603,-0.152293667,0.031174647,-1.298271426,0.134507313,1.395681349,0.599128131,0.271164595,-0.279078435,0.011130666,0.792445808,-0.147497743,-0.335448261,0.818639227,1.190776084,-0.710046857,-0.117532203,-0.133614193,0.587650785,-1.063106422,0,0
10/28/2023,1099,-1.124960869,-1.338357065,-1.008414545,-1.25190386,-1.446790452,-0.553368611,-0.323289686,-1.154558745,0.170412671,0.40822357,-0.372357202,0.299085298,-1.359829254,0.186078333,-1.358353436,-0.444687147,1.190409184,-0.405749599,-0.142580323,-0.363470746,-1.616728227,0.1846268,-0.43322364,-1.293450365,-0.338914674,0.124197467,-1.349003591,-0.656045852,-0.895384427,0.309745764,0.450677703,0,0
10/29/2023,933,-0.95175669,-1.334253554,-1.265906974,-1.278933768,-1.139505388,0.053415467,-0.135108757,-1.284940136,-0.464288973,0.386518358,-0.378220099,-0.102555741,-1.175344651,-1.23553776,-1.320119429,0.672330741,0.67472545,-1.503863408,-0.220616851,-0.419732287,-1.836056557,0.466228362,-0.458692243,-1.045079449,-0.346816066,-0.247536551,-1.585711533,-0.860977638,-0.133614193,0.183053769,-0.203001806,0,0
10/30/2023,1123,-0.848571221,-0.603828588,-0.383715519,-0.490561452,-0.484503015,-0.039386804,-0.393857534,-1.137279284,-0.783250712,0.793491088,-0.42707758,-1.407308713,-0.380383723,0.965593661,-1.423897447,1.396323817,0.89501753,0.678551457,-0.181706671,-0.267022391,-1.041817793,0.522432788,-0.378306963,-0.335448261,0.472953335,1.057453757,-1.373536347,-0.60738498,-0.895384427,-0.033548675,-1.166318976,0,0
10/31/2023,1525,-0.889108369,-0.620242632,-0.721814275,-0.668508346,-0.816047426,1.009992719,0.158923943,-1.118428963,0.114030545,0.751889431,-0.701656621,-1.135678646,-0.164033597,0.126115616,-1.38020144,2.099631377,0.910037445,-0.309060333,-0.219319845,-0.180620739,-0.543657902,0.697999194,-0.253351627,-0.031320609,0.640857911,2.184680962,-1.041791602,-0.025679014,-0.944008059,0.861468968,-1.26953153,0,0
11/1/2023,1404,-0.615482618,-0.324789837,-1.025207529,-0.006275601,-0.460243667,1.495419982,-0.064540909,0.373888155,0.104365038,0.921913594,-0.465186415,0.742515579,0.899268573,2.114879079,-1.128949397,2.409914123,0.409373625,0.832218327,-0.211105474,-0.279078435,0.517914214,0.950629401,-0.320206711,0.313357397,1.723348589,2.287678995,-1.038476364,0.144495006,1.48717354,0.563129754,-0.409426914,0,0
11/2/2023,2576,-0.644964181,1.250958405,-0.258327902,0.597392344,-0.411724973,1.002854083,-0.393857534,0.199522681,0.210685618,0.762742037,-0.286368036,2.363009483,0.689626978,1.994953644,-1.183569406,1.913461729,0.379333796,0.473086767,3.777404184,-0.116321835,1.221604585,0.833585131,0.322875529,1.124364469,2.21521023,2.155402333,-0.58937222,0.866066221,-0.798137163,0.820600583,0.553890256,1,0
11/3/2023,2262,-0.555598195,0.820089745,-1.274863233,-0.04456797,-1.018208652,-0.489120885,0.452956644,-0.157062567,-0.137272644,0.469721671,-0.586352967,-1.144965144,-0.482688821,0.263530177,-1.336505432,0.382733511,2.632320983,-0.416109163,2.562758053,-0.174592717,0.601563682,0.555460132,0.727985505,0.424870869,0.630981171,1.35546837,-1.13174504,0.448324222,0.676779674,0.346527311,0.65710281,0,0
11/4/2023,1186,-0.780395108,-0.484826768,-1.002816883,-1.211358998,-1.697470372,-0.660448154,-1.205387788,-0.351849222,-0.301586267,0.97979416,-0.282459437,-0.20006397,0.01038821,-0.251149815,-1.456669453,-0.093033368,1.515840666,-0.381577283,0.064724472,-0.419732287,-0.983176929,0.379314299,0.489217347,-0.801777328,0.354432457,0.228763998,-1.324912866,-0.638527938,-0.036366929,0.591737624,2.377312043,0,0
11/5/2023,855,-1.162734121,-1.350667598,-0.982665302,-1.616807618,-0.35511983,-0.481982249,0.347104872,-1.195401109,-0.235538634,0.864033028,-0.461277816,-0.24649646,-0.417280643,-0.663393497,-1.456669453,-0.093033368,2.191736822,-0.290067799,-0.165710263,-0.522208665,-1.249647915,0.275017425,0.468524106,-1.00959789,0.297147367,-0.927741836,-1.709701408,-1.062943429,0.725403305,1.343715917,1.723632535,0,0
11/6/2023,1049,-0.908455645,-1.334253554,-1.150595147,-1.073956966,-0.791788078,-0.995964056,-1.205387788,-1.058736278,-0.346691968,0.028382355,-0.536518337,0.559107243,-0.771155656,-0.520982043,-1.352891435,0.051765248,0.734805108,1.614365426,-0.187975533,-0.518189983,-0.915050042,0.612243986,0.633274136,-0.614231942,0.69024161,0.059366217,-1.571787537,-1.126897717,-0.846760795,0.918684708,-0.099789252,0,0
11/7/2023,1029,-0.200898147,-0.398653036,-0.768834632,-0.026548032,0.348401238,-0.346348161,-0.24096053,-0.205759231,-0.159825494,0.654215976,-0.640096196,-0.785113346,-0.638662168,-0.935724173,-1.391125441,0.072450764,-0.356642018,-0.343592214,-0.191434216,-0.281087776,-0.083154645,0.509105966,0.634865923,-0.122558905,0.318876194,-0.604631255,-1.185230868,-0.90083321,-0.944008059,0.244356347,-1.166318976,0,0
11/8/2023,3235,-0.666154054,-0.287858238,-0.577394608,-0.303604588,-0.719010037,0.453179095,-0.099824833,-0.774410595,0.186521849,0.062748941,-0.383105847,0.059957974,-0.199253385,1.197949191,-1.281885423,0.672330741,0.584605962,0.136400929,4.38613234,-0.068097657,0.902816749,0.390323414,0.751066427,0.566797107,1.456676616,0.763621804,-0.826522194,-0.136440427,-0.944008059,-0.033548675,-0.409426914,1,0
11/9/2023,1912,-0.696556915,-1.313735999,-0.735248663,-1.337498569,-1.066727346,-0.710418608,-0.393857534,-0.658166946,-0.137272644,0.704861471,-0.521861092,0.231758188,-0.694007549,0.086140471,-1.287347424,0.548217643,-0.857305837,-0.172659404,1.542446656,-0.349405361,0.722294873,0.638897632,0.552888856,-0.087077345,0.879875013,-0.263221531,-1.103676031,-0.381691222,2.297567406,0.963639932,-0.30621436,0,0
11/10/2023,3478,-0.097712678,0.820089745,-0.689347838,-0.835192779,-0.484503015,0.210465464,-0.135108757,0.268640527,1.389877504,0.701243936,-0.884383599,0.935210412,-0.298204217,1.607694427,-1.238189415,0.50684661,-0.446761506,0.669918487,5.10942936,0.020313335,1.2555243,1.090271328,4.400239786,1.377804179,2.339657151,0.272159108,-0.588930188,-0.208551205,0.871274201,1.290587016,0.553890256,0,0
11/11/2023,2038,-1.167340615,-0.550482944,-1.245755393,-1.139279244,0.194758706,0.338960915,0.488240568,-1.036744236,0.128528806,0.10254183,-0.827708921,0.860918428,-0.829855302,-0.251149815,-1.473055455,0.258620412,-0.416721676,-1.350196538,1.554768213,-0.228844917,-0.465757538,0.57574008,1.363904701,-0.284760319,0.026524697,-1.136352066,-1.290655414,-0.435542587,0.774026937,0.497740337,0.65710281,0,0
11/12/2023,1209,-1.463998837,-0.952627027,-1.279341362,-1.384800908,-1.147591837,-0.1964368,-0.617322387,-1.913284185,-0.246815059,0.438972621,-0.938126828,-1.003346049,-1.613076301,-1.372952321,-1.434821449,-0.320574049,-0.166389767,-1.215522203,0.279378967,-0.469965806,-1.147601313,0.522432788,0.806778998,-1.308656748,-0.733984265,-0.962248791,-1.454649152,-1.151737934,-0.846760795,0.195314284,-1.063106422,0,0
11/13/2023,1725,-0.372259728,0.356392997,-0.663598595,-0.272069696,-1.519568493,-0.617616337,0.711705421,-1.094866061,-0.270978828,0.533028541,-0.732925409,-0.418296674,-0.734258735,-0.790814272,-1.363815437,0.093136281,-0.652033672,-0.509345241,0.773105923,-0.043985568,0.463585178,0.857341641,1.270785119,0.115674423,0.494682162,-0.893757713,-0.783645125,-0.304853388,-0.133614193,0.170793253,-0.409426914,0,0
11/14/2023,2157,-0.444121037,-0.817211162,-0.514700799,-0.767618009,0.275623196,-0.481982249,-1.170103864,0.191668381,0.655298952,0.402797267,-0.877543552,0.78430482,0.681241314,1.85254219,-1.243651416,0.299991445,0.569586048,0.050071227,3.207586209,-0.224826235,2.158421136,1.418806483,5.126094988,0.632691432,1.942612212,-0.420071328,-0.50317605,-0.394945516,-0.084990561,0.579477108,1.413994873,0,0
11/15/2023,1991,-0.406347785,0.151217444,-1.179702987,-0.350906927,1.504763452,-0.639032246,0.053072171,0.568674811,1.49136533,1.381340588,-0.873634953,0.157466203,-0.588348185,1.160472492,-1.281885423,0.237934896,0.144021801,-0.868476801,3.165865849,-0.391601517,1.353259074,1.56829867,4.443218054,0.379251721,1.122842811,-0.938721322,-1.197607754,-0.708784968,3.156584904,0.935032062,-0.099789252,0,0
11/16/2023,1749,-0.173259182,0.081457757,-0.940123074,-0.211252403,1.423898962,-0.481982249,0.523524492,0.989665324,1.095079532,0.59633541,-0.650844841,0.928245539,-1.220627235,-0.083753895,-1.314657428,-0.093033368,-0.386681847,-0.666465299,1.271588567,-0.218798213,1.127319274,1.27452914,3.33772148,0.318426191,0.25566506,-0.733248088,-0.460519997,-0.585974196,-0.700889899,0.46095879,0.553890256,0,0
11/17/2023,1723,-0.620089112,-0.148338862,-0.755400244,-0.992867242,-0.419811422,0.431763186,-0.029256985,0.918976618,0.594084072,0.623466925,-0.746605504,-1.112462401,-0.856689426,-0.718359322,-1.26549942,-0.299888532,-0.667053586,-1.341563568,0.934150836,-0.343377339,0.309509182,0.875883308,2.715332479,0.00416095,0.287270627,-0.164406159,-0.842435333,-0.390959959,0.676779674,1.625707777,1.517207427,0,0
11/18/2023,1405,-1.246572314,-1.506601018,-1.47302045,-1.265418814,0.574821811,-0.531952702,-1.864021038,-0.19476321,0.460377889,0.187553912,-0.712405267,-0.657423998,-1.057945358,-0.028788071,-1.44028345,-0.19646095,0.319254138,-1.037683017,0.552182565,-0.34739602,-0.462595531,0.745512215,2.428014795,-0.761226974,-0.621389432,-1.263400401,-1.043780744,-0.747528291,-0.846760795,0.751124327,-0.959893868,0,0
11/19/2023,1193,-1.651022498,-1.871813501,-1.348752365,-1.504183001,-0.088267011,-0.481982249,-0.605561079,-0.95505951,0.2090747,0.404606035,-0.950829773,-1.319086982,-1.213918704,-0.875761455,-1.32558143,-0.1344044,-1.122657662,-0.844304485,0.37924843,-0.475993828,-1.118568336,0.546768726,1.96957993,-1.146455333,-0.892012101,-1.533704884,-1.387018312,-1.348976668,-0.944008059,0.015493388,-0.409426914,0,0
11/20/2023,4317,-0.659704962,-0.049854597,-0.387074116,-0.729325639,-0.589626852,0.074831376,-1.01720686,-0.245030734,0.341169966,0.97979416,-0.858000559,1.192910733,-1.103227942,0.635798715,-1.292809425,0.713701774,0.038882399,-0.833944921,5.881147938,-0.007817435,0.292836779,1.118083828,4.190123806,1.352460208,1.239388341,-0.268449858,-0.912276332,-0.057841533,-0.133614193,1.372323787,0.553890256,1,0
11/21/2023,2401,-0.783159005,-0.033440553,-0.441931199,-0.118900217,1.383466716,0.674476817,-0.499709306,-0.111507623,0.763230449,1.225786567,-0.525769691,-0.046836753,-0.459208962,1.330366859,-1.254575418,0.341362478,-0.637013757,-0.920274623,2.492071225,-0.158517991,0.24770631,1.363181483,3.469043967,0.637760226,1.460627312,-0.441507467,-0.740105008,-0.013073531,1.535797172,1.339629079,-1.063106422,0,0
11/22/2023,1768,-0.748149649,-1.08393938,-1.06439116,-0.986109765,0.615254056,-0.689002699,-0.429141458,0.403734498,-0.114719793,0.704861471,-0.634233298,-0.24649646,-1.390017644,-0.296121853,-1.336505432,-0.113718884,-0.181409681,-1.61609202,1.067958623,-0.186648761,-0.483292307,1.152270025,2.271223704,-0.497649676,-0.323111891,-1.016623387,-0.467150471,-0.604233609,0.822650569,1.417279011,-0.409426914,0,0
11/23/2023,1343,-1.39029493,-1.207044712,-1.325242186,-1.265418814,-0.516848811,-0.860329968,-1.311239561,-0.948776069,-0.427237862,0.142334719,-0.822823173,-1.298192361,-1.804269436,-0.43603486,-1.434821449,-0.341259565,-0.652033672,-1.398541171,0.885080775,-0.570432843,-1.279255802,1.269314296,1.501594339,-1.470858162,-0.919666973,-1.656047725,-1.071407722,-1.229595329,0.774026937,0.407829889,0.553890256,1,0
11/24/2023,1828,-1.152599834,-0.899281383,-1.450629804,-1.166309152,-0.840306773,0.210465464,-2.005156735,-1.000614453,-0.008399214,0.489618116,-0.647913393,-0.432226421,-1.042851163,0.570839104,-1.347429434,0.134507313,-0.181409681,-0.606034508,1.054772395,-0.204732828,-0.717855764,1.750238773,2.021313031,-0.710539032,-0.176936142,-0.980025102,-0.711151936,-0.858382392,-0.846760795,-0.429972014,-0.203001806,1,0
11/25/2023,1636,-1.228146337,-0.657174232,-1.345393768,-0.145930125,-1.268888572,0.874358631,-0.89959378,-0.004689135,-0.035784818,0.719331613,-0.575604321,-1.189076009,-1.408466104,0.565842211,-1.456669453,0.299991445,-0.902365581,-1.250054084,0.883135266,-0.23688228,-1.107357582,1.096065599,1.842236912,-0.472305705,-0.554227601,-0.184796633,-1.078701244,-0.710824091,0.676779674,0.505914014,-1.166318976,0,0
11/26/2023,1736,-1.095479306,-1.04290427,-1.506606419,-1.211358998,-1.721729719,-0.132189075,-1.052490784,-0.397404166,-0.045450325,0.514940864,-0.545312683,-0.773505223,-1.547668123,0.550851531,-1.303733426,0.961927972,-0.697093415,-1.032503235,0.908643051,-0.335339976,-0.861583372,1.532374191,1.859746577,-0.664919884,-0.224344493,-0.675213663,-1.189872201,-0.998340328,-0.846760795,0.424177243,-1.26953153,0,0
11/27/2023,2005,-0.995057734,-0.989558626,-1.124845904,-1.166309152,-0.35511983,3.308633579,-0.205676606,-0.772839735,-0.125996219,0.623466925,-0.395808792,-0.397402053,-0.551451264,1.425307828,-1.331043431,3.258020298,-0.181409681,0.018992534,0.599739452,-0.12837788,0.338829614,2.261293459,2.081005071,0.409664487,1.68384163,0.301437737,-0.804862643,-0.24405047,-0.133614193,0.910511031,0.450677703,0,0
11/28/2023,2070,-0.482815587,0.458980773,-0.70949942,-0.371179358,-0.791788078,2.66615632,1.370338671,-0.103653323,0.871161947,0.413649873,-0.573650022,-0.144344982,0.240155398,1.842548404,-1.20541741,3.485560979,-0.151369852,1.635084555,0.39870352,-0.068097657,1.484626108,0.834743985,-0.008216317,1.458904886,3.230539078,2.596673094,-0.254975285,0.346646171,0.725403305,0.767471681,-1.063106422,0,0
11/29/2023,4119,-0.59060755,0.939091565,-0.35012955,0.35187068,-0.460243667,2.537660869,0.076594787,-0.058098379,0.387886584,0.929148665,-0.450529171,2.075128044,1.117295832,2.192330922,-1.112563394,3.382133397,0.599625877,0.433375104,5.530956314,0.154939165,1.734712147,1.812816898,1.849399957,1.813720481,3.915984818,2.138148855,-0.399077599,0.440909232,2.39481467,3.399395709,-0.409426914,1,0
11/30/2023,2383,-1.105613593,-0.357617925,-0.721814275,-0.84645524,-1.220369878,1.645331342,-0.981922936,-0.416254487,1.161127165,0.089880456,-0.530655439,-0.230245089,0.625895933,1.355351324,-1.331043431,1.003299005,-0.106310109,0.26934867,1.610539472,0.056481469,0.521363676,1.575251795,1.715689788,0.080192863,1.511986358,0.627162481,-0.688829338,0.19945862,2.492061934,1.67474984,1.413994873,0,0
12/1/2023,1721,-1.32027622,-0.825418185,-0.689347838,-1.033412104,-0.508762362,1.538251799,-0.205676606,-0.06595268,4.28308601,0.47876551,-0.517952494,-0.376507433,-0.660464894,-0.12372904,-1.32558143,0.817129356,0.599625877,0.523157994,0.634542447,-0.180620739,0.280476205,1.29828565,1.558102804,-0.487512087,0.927283364,-0.641752374,-0.670927057,0.010098313,-0.749513531,0.101316998,-0.099789252,0,0
12/2/2023,1273,-1.423461688,-0.657174232,-0.965872317,-0.477046498,-0.816047426,0.110524557,0.194207867,-0.568627919,5.531547365,0.448016459,-0.539449785,-0.840832334,-1.141801996,-1.47538863,-1.462131454,-0.19646095,0.144021801,-1.533215506,0.171943635,-0.112303154,-0.679336764,0.58964633,1.318538751,-0.867671652,-0.870283274,-0.708152121,-1.079364291,-0.7320495,-0.133614193,0.248443185,0.553890256,0,0
12/3/2023,927,-1.797509011,-1.145492046,-1.822314529,-1.682129896,-1.066727346,-0.774666334,-0.652606311,-1.145133585,5.476776157,0.165848699,-0.615667455,-0.752610603,-0.930483268,-1.367955428,-1.429359448,-0.279203016,-0.887345667,-1.312211469,0.061265789,-0.465947124,-1.202792714,0.928031745,1.227806851,-1.344138307,-0.907814885,-1.915895555,-1.394311834,-1.284558942,-0.084990561,0.591737624,0.65710281,0,0
12/4/2023,1230,-1.036516182,-1.104456936,-1.08902087,-1.418588293,0.121980664,-0.503398158,0.41767272,-0.028252037,4.651986204,0.268948458,-0.52674684,0.647328974,-1.109936473,-0.963207085,-1.418435446,0.093136281,0.053902314,-1.205162639,0.140166988,-0.086181724,-0.45425933,1.717211429,1.506369703,-0.512856058,0.702093697,-0.506338716,-0.923327123,-0.663831592,0.725403305,1.9567417,0.65710281,0,0
12/5/2023,1251,-0.482815587,-0.88697085,-0.538210977,-0.835192779,-0.136785705,0.074831376,1.440906519,-0.358132663,4.394239344,0.556542521,-0.710450968,0.498745006,-0.631953637,0.58083289,-1.232727414,0.362047994,0.113981972,0.612940884,0.111632856,-0.289125139,0.0295278,0.632523934,1.569245318,-0.122558905,1.061607025,-0.6725995,-0.58672003,-0.425068913,-0.846760795,0.379222019,-1.063106422,0,0
12/6/2023,1411,-0.22208802,-0.554586456,-0.34005376,-0.013033078,0.421179279,0.674476817,-0.217437914,-0.650312646,4.254089489,0.40822357,-0.489615155,0.020490358,-0.86507509,-0.426041074,-0.697451323,0.031079731,-0.637013757,-0.055251009,0.179293336,-0.084172383,0.040163643,1.534691899,1.445881769,-0.512856058,0.320851542,-1.250852417,-0.752481894,-0.25322652,-0.133614193,0.783819036,-0.409426914,0,0
